22.37739,47.76711,[213863-],[213863-]
21.38411,43.93481,[213871-],[213871-]
20.23636,44.65642,[214323-],[214323-]
21.07794,44.14764,[214333-],[214333-]
22.38825,44.86172,[214343-],[214343-]
20.32733,46.42819,[215538-],[215538-]
22.57219,43.15525,[215660-],[215660-]
21.44147,43.75531,[216136-],[216136-]
20.30417,46.40417,[216529-],[216529-]
20.36333,47.90078,[216530-],[216530-]
22.78914,43.87842,[216860-],[216860-]
22.75753,43.82036,[1216860001-],[1216860001-]
24.27211,43.32617,[216880-],[216880-]
24.47058,43.41614,[1216880001-],[1216880001-]
24.47061,43.41622,[216881-],[216881-]
24.27214,43.32622,[1216881001-],[1216881001-]
27.78128,43.24083,[217096-],[217096-]
27.58361,43.22733,[1217096001-],[1217096001-]
27.58361,43.22725,[217097-],[217097-]
27.78131,43.24069,[1217097001-],[1217097001-]
27.1495,43.32331,[217098-],[217098-]
26.90025,43.33722,[1217098001-],[1217098001-]
26.90022,43.337,[217099-],[217099-]
27.14958,43.32319,[1217099001-],[1217099001-]
26.92022,43.31739,[217100-],[217100-]
26.85106,43.36211,[1217100001-],[1217100001-]
26.85108,43.36211,[217101-],[217101-]
26.92017,43.31736,[1217101001-],[1217101001-]
25.90661,43.75647,[217102-],[217102-]
25.87278,43.64092,[1217102001-],[1217102001-]
25.82208,43.57206,[1217102002-],[1217102002-]
25.82219,43.57208,[217103-],[217103-]
25.87281,43.641,[1217103001-],[1217103001-]
25.90664,43.7565,[1217103002-],[1217103002-]
25.64442,43.37197,[217104-],[217104-]
25.62186,43.18908,[1217104001-],[1217104001-]
25.62189,43.18914,[217105-],[217105-]
25.64444,43.37197,[1217105001-],[1217105001-]
24.38181,43.03414,[217110-],[217110-]
24.27414,43.03828,[1217110001-],[1217110001-]
24.27417,43.03831,[217111-],[217111-]
24.38181,43.03411,[1217111001-],[1217111001-]
28.24511,47.60575,[217260-],[217260-]
28.03911,47.668,[217262-],[217262-]
29.62758,45.84169,[217268-],[217268-]
28.63914,46.21342,[217985-],[217985-]
28.07108,47.64808,[217986-],[217986-]
27.66347,47.90519,[218024-],[218024-]
27.8335,47.81281,[218025-],[218025-]
27.67389,47.88958,[218033-],[218033-]
27.89208,47.79136,[218402-],[218402-]
